21.80 2017-10-21 20:38:01
21.80 [2017-10-21 21:09:26]
21.60 [2017-10-21 21:10:27]
21.60 [2017-10-21 21:11:27]
21.70 [2017-10-21 21:12:28]
21.60 [2017-10-21 21:13:28]
21.60 [2017-10-21 21:18:43]
21.60 [2017-10-21 21:19:12]
21.60 [2017-10-21 21:20:13]
21.60 [2017-10-21 21:36:57]
21.50 [2017-10-21 21:37:07]
21.50 [2017-10-21 21:40:44]
21.50 [2017-10-21 21:40:55]
21.50 [2017-10-21 21:41:05]
